dist_x,dist_y,axis_y,vel_y,action
-2,-2,18,-3,0
3,-2,31,1,0
9,-2,17,1,0
8,-10,17,2,0
-3,1,27,5,1
2,1,17,6,1
10,5,29,5,1
-2,0,18,5,0
8,-9,15,3,0
11,4,26,0,0
-2,1,18,5,1
6,-4,15,4,0
-1,-1,27,-4,0
-4,-2,20,1,0
6,1,19,-3,1
2,2,22,5,1
4,-4,24,-2,0
2,2,35,6,1
16,6,30,-5,0
7,1,33,5,0
0,-1,14,-1,0
6,2,21,6,1
2,-1,27,-2,0
10,6,38,5,1
3,-2,17,-3,0
4,2,29,5,1
6,1,29,3,1
-4,-3,12,0,0
-2,1,31,5,1
10,-7,21,-5,0
-4,0,31,-5,0
-3,1,27,5,1
9,-1,28,2,0
3,2,26,6,0
13,0,13,2,0
8,5,31,-3,1
-1,1,30,5,1
6,1,16,-4,0
3,-2,32,1,0
6,4,32,4,1
10,-2,23,5,1
4,1,26,5,1
1,0,16,5,1
7,1,23,7,1
2,2,34,6,1
4,2,37,6,1
-1,-2,34,-1,0
3,0,38,-5,0
-3,2,19,6,1
4,1,19,0,0
8,-1,13,2,1
15,-3,31,-2,0
-4,0,28,5,1
14,5,28,4,0
12,-1,12,-1,0
9,2,21,-3,0
2,-2,18,0,0
-4,1,17,5,1
-4,-1,16,4,0
10,0,33,3,0
5,-2,27,-1,0
6,0,32,-4,0
2,0,16,-2,0
-1,1,30,6,1
8,5,29,-3,1
10,-3,30,5,1
1,-1,25,3,0
9,2,33,4,1
8,1,23,-3,1
-4,1,37,-6,0
2,0,37,4,0
3,3,35,6,1
6,-7,20,7,0
11,-4,27,5,1
3,-1,28,-1,0
6,2,33,6,1
-4,-1,12,-4,0
-2,2,42,5,1
8,6,37,4,1
10,-1,27,-2,0
5,3,39,-6,0
-1,1,28,5,1
15,1,30,5,1
16,0,35,7,1
-3,1,28,5,1
-3,-1,18,-4,0
6,1,27,-6,0
11,0,23,5,1
0,-1,24,-3,0
-3,-2,23,-1,0
9,2,23,3,1
-3,-2,32,1,0
11,9,39,4,1
0,0,38,-5,0
4,2,33,6,1
4,0,34,-4,0
3,1,23,5,1
4,-1,22,-3,0
0,1,27,5,1
-2,1,33,5,1
0,1,29,5,1
-4,1,38,5,1
-3,-1,11,-4,0
-4,1,28,5,1
-3,-1,28,-5,0
8,-9,11,3,0
-1,1,35,-6,0
9,6,26,-3,1
8,-8,22,-3,0
6,-4,28,9,0
2,1,19,3,0
2,1,36,4,1
-3,1,33,6,1
4,1,21,5,1
-4,-1,33,-4,0
9,-2,32,5,0
-2,-2,22,0,0
8,2,30,1,0
8,1,27,-2,1
-1,1,34,5,1
0,1,40,5,1
7,-2,30,-2,0
-1,2,22,6,1
9,-2,23,6,1
4,2,26,5,1
11,-1,17,5,1
9,8,41,9,1
3,2,26,5,1
-2,1,39,5,1
3,-1,23,3,0
10,1,28,2,0
-1,-2,22,-1,0
-4,-1,25,-4,0
1,1,40,6,1
3,3,33,6,1
7,2,25,-3,1
4,2,23,6,1
-2,1,36,5,1
-3,1,27,5,1
-1,-2,23,-2,0
3,2,26,5,1
8,4,31,-2,1
8,5,24,-3,1
6,1,37,5,1
1,0,31,5,1
2,0,39,4,0
-1,1,21,5,1
9,9,36,2,1
0,2,42,6,1
8,-4,18,6,0
2,2,31,5,1
4,0,35,4,0
8,1,17,6,1
4,0,37,3,0
-2,1,27,5,1
11,-3,17,4,1
2,0,15,-4,0
9,1,36,5,1
7,-1,12,3,0
4,-1,34,-4,0
5,-1,21,1,0
-1,0,39,4,0
16,0,30,-5,0
-2,2,20,5,1
12,0,13,2,0
3,-2,25,-1,0
3,1,27,4,0
-2,1,17,-6,0
-2,1,26,-6,0
1,1,17,-5,0
-4,2,30,6,1
9,-3,26,5,0
2,-1,12,-1,0
1,-2,32,0,0
8,2,39,5,1
8,-10,15,0,0
-1,1,39,5,1
-1,1,36,5,1
-3,1,33,5,1
4,2,25,4,1
-2,-2,17,-1,0
3,2,21,5,1
3,3,30,6,1
6,1,17,5,1
2,1,29,6,1
1,-1,27,0,0
10,-3,32,1,0
15,1,15,-2,1
12,2,41,9,1
-2,-1,29,3,0
2,-1,12,2,0
4,-1,36,4,0
9,6,32,-5,0
9,3,27,6,1
10,1,20,5,1
-3,1,31,6,1
13,0,25,1,0
9,0,30,5,0
6,0,18,6,1
7,-1,14,-1,0
8,1,26,8,1
9,-2,35,-1,0
-1,-1,13,-3,0
9,2,41,5,1
3,-2,33,1,0
8,2,25,-3,1
1,-1,35,-4,0
9,0,33,-3,1
16,0,30,4,1
8,1,20,1,0
9,4,26,-3,0
10,0,27,3,0
-2,-2,16,-1,0
9,5,33,4,1
7,-4,7,1,0
-3,-1,27,-4,0
-3,2,29,5,1
4,0,28,1,0
-1,1,35,5,1
3,1,39,5,1
6,1,36,-6,0
3,2,39,5,1
-2,1,28,5,1
-1,1,31,4,0
5,-3,20,2,0
2,2,34,6,1
6,-2,15,-2,0
-1,1,40,5,1
15,2,32,5,1
10,-1,18,5,0
-1,2,18,5,1
9,2,20,5,1
-2,2,36,6,1
-3,-2,23,-2,0
7,2,34,7,1
4,-1,36,-4,0
8,3,33,5,1
5,1,38,6,0
3,0,34,4,0
2,2,22,7,1
16,1,29,4,1
10,9,32,4,1
-1,1,15,5,1
10,5,26,4,1
10,1,24,5,0
-3,-1,35,-4,0
11,-6,23,-2,0
6,0,25,9,0
-3,1,31,5,1
6,2,34,-6,0
-2,1,18,5,1
10,9,36,3,1
7,2,19,6,1
7,-1,28,2,0
6,0,27,2,0
9,4,25,-5,0
-2,-1,27,2,0
12,0,27,5,0
1,2,38,5,1
8,-4,23,0,0
-4,-2,21,1,0
15,2,33,-5,0
-3,-1,21,3,0
8,2,24,7,1
9,3,20,-3,1
9,1,23,6,1
0,-1,28,1,0
9,-1,16,-4,0
10,2,29,5,1
2,0,29,-6,0
11,-2,12,-4,0
0,-2,10,-2,0
3,1,29,5,0
9,0,15,3,0
-1,1,40,6,1
2,2,28,5,1
-3,0,37,-6,0
15,-1,35,5,0
-4,-2,23,0,0
-4,-2,15,1,0
-4,1,24,6,1
1,-1,20,2,0
6,2,32,9,1
8,0,31,1,0
3,-2,30,3,0
11,10,35,3,0
-1,2,42,6,1
0,1,28,5,1
11,2,23,5,1
6,2,38,7,1
-2,1,32,4,1
9,-1,16,-5,0
7,1,18,5,1
9,7,30,2,1
1,0,33,3,0
0,-1,32,1,0
-3,1,30,6,1
0,-2,11,0,0
1,0,13,-3,0
2,1,30,5,1
-3,0,35,-5,0
0,-1,33,-1,0
1,1,36,5,1
9,0,26,5,1
7,2,37,5,1
3,2,41,6,1
11,-5,17,4,0
6,-9,18,5,0
-4,-1,21,3,0
1,2,25,6,1
8,2,21,6,1
1,2,35,5,1
-3,-1,36,3,0
7,0,36,-5,0
7,4,34,10,1
4,2,18,5,1
-3,-1,31,-4,0
2,1,28,-6,0
5,-1,31,0,0
10,3,23,-3,0
7,2,21,6,1
10,-6,14,-4,0
9,1,15,4,1
10,-4,17,5,1
3,1,37,4,0
-2,2,19,5,1
9,3,34,5,1
14,1,31,-4,0
16,0,38,7,1
-1,1,35,4,1
2,1,24,5,1
-1,-2,34,0,0
0,0,27,-4,0
8,1,24,5,1
11,1,17,4,1
15,2,22,0,1
15,4,21,-3,1
1,-1,14,-4,0
15,0,35,7,1
10,-1,16,6,1
6,2,41,11,1
4,0,14,1,0
2,-1,11,1,0
9,3,33,2,1
-3,1,33,6,1
6,1,20,5,1
3,-2,13,0,0
7,-2,29,-2,0
-1,2,33,4,1
8,-1,34,-3,0
11,-6,15,-6,0
3,2,22,6,1
-2,1,40,6,1
-1,1,24,4,1
10,-13,13,-1,0
3,2,42,7,1
6,2,22,1,1
4,-2,21,-2,0
8,3,20,-3,1
7,3,23,-3,1
1,1,28,5,1
-1,1,37,5,1
-1,-2,22,-1,0
14,2,27,5,1
5,-1,35,-3,0
5,-2,11,-1,0
14,2,20,-4,0
0,0,39,-5,0
3,1,35,-6,0
0,-2,11,0,0
-3,-1,28,4,0
5,2,19,6,1
6,2,30,-6,0
4,2,38,6,1
10,3,38,6,1
4,-1,33,-3,0
4,0,17,-2,0
-1,1,40,5,1
-4,0,16,4,1
5,2,24,7,1
9,-2,20,-1,0
3,2,33,6,1
9,-6,22,7,0
-4,-1,33,2,0
6,-2,12,4,0
6,2,37,6,1
3,3,21,3,1
4,1,37,6,1
3,-1,14,2,0
-3,1,37,5,1
6,2,31,10,1
3,-2,17,0,0
3,-1,14,2,0
6,2,40,8,1
0,0,32,-6,0
1,-1,25,-4,0
-1,1,20,5,1
0,-1,24,-4,0
4,1,21,5,1
-1,-1,12,2,0
5,2,30,4,1
3,-1,28,1,0
15,-2,28,-1,0
5,-1,13,2,0
6,-2,21,-2,0
9,-12,10,-1,0
0,-1,14,1,0
4,1,31,4,0
-2,1,36,5,1
9,2,37,5,1
3,1,29,-6,0
16,-6,17,-2,0
10,-3,31,2,0
6,1,29,-4,0
0,1,16,6,1
-3,0,18,4,0
9,-1,22,-3,0
7,-9,20,-1,0
10,0,33,-6,0
4,-1,32,-2,0
-4,-2,14,-2,0
8,0,31,10,1
4,1,37,6,1
6,-5,21,4,0
10,1,34,5,1
7,0,22,2,1
9,-12,14,2,0
-2,-1,20,2,0
2,1,36,5,1
9,5,33,2,1
1,-2,34,-2,0
9,3,19,-6,0
3,3,40,6,1
-4,1,17,5,1
2,2,40,6,1
6,1,39,-6,0
-1,1,37,4,1
16,-2,33,7,1
10,5,28,4,1
11,8,30,5,1
4,1,15,5,1
6,2,42,9,1
6,1,40,-6,0
16,-5,27,5,1
9,-2,30,-3,0
2,1,17,5,1
8,-6,15,-2,0
4,2,25,5,1
7,-5,15,5,0
5,-3,32,-2,0
-1,0,29,4,0
9,-1,13,3,1
-4,-1,32,-3,0
10,3,21,-6,0
6,1,24,7,1
1,-1,14,-5,0
2,-2,23,0,0
6,-5,24,8,0
-1,-1,23,-3,0
7,2,28,-3,1
8,3,28,-2,1
6,1,30,5,0
-4,-1,24,3,0
6,2,31,6,1
-2,-2,22,0,0
4,-1,32,1,0
-1,0,35,3,0
10,-3,27,2,0
7,-6,16,3,0
0,1,19,4,1
9,-1,30,1,0
1,-2,33,0,0
2,-2,13,-3,0
-4,0,24,5,0
0,2,30,5,1
13,0,14,3,0
0,-2,34,1,0
3,2,18,5,1
11,-3,30,-2,0
4,-1,35,-4,0
1,1,32,4,1
-4,1,40,5,1
2,-2,34,-1,0
2,2,31,6,1
-3,1,35,5,1
8,-1,32,-1,0
9,3,37,5,1
9,-6,13,-4,0
-4,0,14,-5,0
1,-2,10,1,0
-3,0,28,-5,0
2,-1,37,4,0
1,-2,12,1,0
5,1,27,4,1
2,1,37,5,1
8,4,25,-6,0
8,-1,37,11,1
3,1,32,5,1
-3,1,17,5,1
4,1,35,6,1
2,2,29,6,1
2,1,14,5,0
11,0,33,3,0
8,-2,22,6,0
8,-3,32,7,0
4,3,36,9,1
7,-4,25,-2,0
5,2,38,11,1
3,-1,33,1,0
6,-4,29,0,0
9,6,30,-5,0
2,-1,20,-3,0
7,3,31,-3,1
10,-4,23,-2,0
2,1,18,5,1
10,-8,14,3,0
8,2,25,4,1
7,0,18,-3,1
-4,0,23,5,0
11,-6,14,-5,0
5,1,29,8,1
1,-1,28,-2,0
-1,1,20,5,1
7,0,35,6,0
4,-3,21,-1,0
6,1,30,5,1
7,-5,20,1,0
2,1,30,6,1
1,-1,16,-5,0
8,0,38,6,1
12,2,27,5,1
7,-2,26,5,0
9,5,26,-1,1
-2,1,23,5,1
12,-2,12,-1,0
7,2,25,5,1
9,4,23,-4,0
-1,1,37,5,1
10,9,33,2,0
6,1,37,6,1
5,2,37,6,1
1,1,34,5,1
0,-2,26,-2,0
6,-3,21,5,0
-2,-1,19,-5,0
4,1,28,5,1
9,-2,30,-4,0
6,1,24,3,0
5,2,39,9,1
3,0,17,-3,0
6,-1,16,-3,1
12,-2,30,-2,0
5,1,19,-6,0
6,-3,22,-3,0
5,2,31,4,1
-2,-2,28,-2,0
-3,1,23,6,1
-2,-1,30,3,0
5,-2,30,3,0
-4,1,16,6,1
-3,1,25,5,1
-2,0,32,-5,0
6,-1,27,-4,0
1,-1,15,0,0
11,-1,32,-4,0
5,1,16,4,0
0,1,33,6,1
1,1,26,5,1
8,4,35,5,1
11,0,37,4,1
-2,1,29,5,1
-1,0,39,5,0
10,7,32,-6,0
0,-1,30,-2,0
9,5,29,-3,1
-1,0,23,4,0
-1,-2,23,-1,0
5,-2,18,-1,0
-3,-1,33,3,0
-1,-1,26,1,0
-4,1,41,5,1
6,-1,27,-2,0
8,0,27,-3,1
10,-6,21,-6,0
-3,-2,12,-1,0
-1,1,26,5,1
2,2,38,6,1
7,4,24,3,1
0,0,37,4,0
8,-6,21,-1,0
7,0,18,-1,0
6,2,35,6,1
7,1,36,7,1
11,1,17,5,1
8,-5,23,3,0
5,2,36,-6,0
2,1,19,-6,0
6,-1,29,-3,0
-3,-2,19,-2,0
-1,1,19,5,0
-1,-1,32,-4,0
-2,1,36,-6,0
9,-9,21,-2,0
7,-2,31,3,0
12,-3,9,-2,0
1,1,36,4,1
-4,1,18,6,1
-3,-1,31,-2,0
-3,1,37,5,1
-2,1,39,5,1
8,2,27,8,1
-2,1,37,5,1
14,1,39,6,1
10,7,32,4,1
7,-8,22,7,0
6,2,30,5,1
0,0,23,3,0
9,6,33,3,1
12,-2,24,3,0
0,1,23,5,1
5,-2,18,-1,0
6,2,28,3,1
5,1,40,-6,0
1,0,34,5,0
9,-2,15,-4,0
2,2,36,5,1
9,1,32,6,1
7,2,27,6,1
-2,-1,25,3,0
2,0,35,3,0
8,-2,31,-4,0
1,2,36,6,1
4,2,34,-6,0
5,2,40,9,1
8,1,31,2,0
-2,1,25,5,1
11,1,29,4,0
-2,1,29,5,1
1,1,29,5,0
3,2,40,6,1
-2,-1,20,-3,0
5,1,18,5,1
4,-2,18,3,0
-1,-2,14,1,0
7,1,18,-2,1
10,1,16,6,1
5,0,31,5,1
-1,1,17,5,1
5,2,29,9,1
9,8,34,2,1
8,0,35,5,1
4,2,19,2,1
3,2,23,5,1
5,2,23,7,1
0,-2,20,1,0
11,10,34,5,0
4,3,37,9,1
10,-9,8,-3,0
5,-1,14,-3,0
1,0,26,-2,0
5,0,14,-4,0
10,-5,14,3,0
-3,-1,35,-3,0
-1,2,32,5,1
4,-3,27,-1,0
1,1,28,7,1
10,3,27,0,0
7,5,26,-3,1
-1,1,32,5,1
6,1,40,10,1
4,-2,22,-2,0
-4,1,32,5,1
6,-1,12,-4,0
-1,2,20,5,1
2,1,29,5,0
-3,-1,28,-4,0
-2,-2,13,3,0
1,2,37,6,1
11,1,29,-6,0
6,1,35,6,1
-1,1,36,5,1
13,1,17,3,1
9,-5,20,-5,0
8,3,23,7,1
5,2,19,5,1
7,2,34,10,1
5,-2,30,-2,0
7,-1,17,-3,0
8,4,26,-3,1
1,1,29,5,1
5,4,42,-6,0
10,3,24,5,1
9,3,23,-5,0
1,1,32,-6,0
-4,-2,26,-1,0
0,-2,27,-1,0
11,3,30,4,1
1,1,30,5,1
5,0,30,-5,0
0,1,34,6,1
-4,1,22,5,1
7,3,21,4,1
7,2,25,-3,1
9,3,36,5,1
0,0,15,3,0
6,0,25,-5,0
-2,1,26,4,1
3,0,18,-2,0
8,1,32,0,1
13,2,28,1,0
0,-3,14,1,0
0,-1,29,-5,0
-3,1,41,5,1
0,-1,20,2,0
-2,1,29,5,1
-4,-3,28,-1,0
0,1,22,5,1
4,-2,28,-2,0
11,1,20,5,1
-4,0,14,5,1
1,-1,21,-2,0
5,3,20,2,1
0,1,26,4,1
11,-3,25,5,1
-4,1,38,5,1
16,0,27,4,0
2,2,34,6,1
8,-3,7,1,0
0,-2,31,-1,0
-2,-2,22,0,0
1,1,38,-5,0
7,1,31,-5,0
3,-1,21,-2,0
0,2,18,5,1
2,2,28,5,1
4,0,20,3,0
3,2,36,6,1
3,-1,21,-3,0
-2,0,21,3,0
-1,1,40,5,1
0,-1,16,2,0
1,2,27,6,1
-3,1,31,5,1
0,2,37,5,1
8,-4,26,8,0
5,1,40,6,1
-1,1,23,5,1
-2,1,34,5,1
-4,-3,12,0,0
5,-1,30,-4,0
10,9,36,3,0
7,3,23,4,1
-4,-2,33,-1,0
3,2,33,6,1
4,0,21,3,0
2,2,25,7,1
2,1,35,5,1
-4,-2,28,-2,0
8,-12,11,2,0
9,1,33,-3,0
-3,-1,23,2,0
10,8,32,3,0
8,3,21,-3,0
5,-3,30,2,0
16,0,29,5,1
2,2,40,5,1
10,0,34,-4,0
1,1,16,4,1
8,2,18,-2,1
-2,1,30,5,1
1,1,32,4,1
1,2,30,6,1
-4,-2,33,-1,0
5,-2,14,-2,0
7,1,28,5,1
2,2,40,6,1
3,2,36,4,1
3,1,32,3,0
6,1,25,-1,0
0,-2,26,0,0
-4,1,34,5,1
-2,-2,13,2,0
-2,-1,35,-4,0
2,1,22,5,1
-3,1,35,5,1
9,6,28,3,1
-1,1,25,5,1
4,-2,33,0,0
16,0,27,4,1
11,-6,18,-2,0
-4,-1,20,3,0
8,2,23,-3,1
16,4,24,5,1
11,-8,14,2,0
10,1,38,5,1
2,-1,18,1,0
1,1,38,4,1
6,2,34,9,1
9,-4,17,6,0
3,-2,29,-1,0
8,0,37,7,1
5,2,32,7,1
6,-1,30,3,0
-3,1,24,5,1
-1,1,27,4,1
3,1,25,5,1
-2,2,40,5,1
4,0,30,3,0
11,1,30,5,1
-3,0,29,-6,0
2,-1,29,-2,0
-2,-2,29,3,0
-2,1,36,5,1
8,-6,22,2,0
11,9,31,6,1
-4,0,23,5,1
-1,-2,31,0,0
0,0,28,-6,0
5,2,38,9,1
8,-7,17,1,0
4,1,20,4,1
4,-2,23,-3,0
7,3,34,10,1
12,-1,18,0,0
3,2,29,7,1
6,0,15,2,0
0,-2,22,1,0
11,-9,15,4,1
8,-6,27,5,0
16,-2,24,4,1
-1,1,20,6,1
4,0,28,3,0
9,1,34,6,1
2,2,30,6,1
15,4,36,8,1
4,2,26,4,1
3,2,19,5,1
-1,0,27,-6,0
-3,1,39,5,1
-1,-2,11,1,0
0,2,41,5,1
-4,1,29,4,0
-4,-2,22,2,0
7,2,30,1,1
1,1,40,5,1
11,5,40,4,0
-3,0,18,4,1
8,3,25,3,1
-2,1,33,-6,0
-2,-2,18,-1,0
4,2,40,6,1
2,1,33,5,1
2,0,14,-5,0
10,5,25,-6,0
7,2,31,4,1
-4,1,34,5,1
14,-1,29,-5,0
5,1,30,9,1
8,1,37,5,1
4,2,41,9,1
4,0,25,2,0
0,1,27,5,1
6,2,41,8,1
7,0,31,4,0
4,1,34,7,1
6,-2,24,8,0
11,4,32,2,0
-2,1,27,5,1
7,2,38,6,1
5,4,33,11,1
-1,1,40,6,1
0,1,38,5,1
9,-6,21,-1,0
3,1,17,4,0
-2,-3,21,-1,0
9,4,27,-3,1
4,2,37,12,1
-3,1,20,5,1
10,-7,14,-6,0
-1,-1,30,-4,0
7,0,20,-2,1
-2,1,18,5,1
-3,-1,16,-4,0
10,-2,18,5,1
9,-3,26,1,0
1,2,40,4,1
16,0,29,5,0
0,-1,21,-5,0
-3,1,40,5,1
11,2,39,5,1
7,3,31,9,1
-2,1,31,5,1
3,-2,27,-2,0
5,-2,35,-3,0
1,-2,23,-3,0
1,1,30,5,1
11,2,18,4,1
11,-11,16,2,0
6,3,23,-1,1
1,1,36,5,0
3,2,34,4,1
0,-1,12,3,0
-3,-2,30,-2,0
3,-3,22,0,0
-2,-3,23,0,0
-1,1,39,4,1
3,1,19,5,0
-2,-3,14,-1,0
6,0,14,-3,0
9,6,30,-3,1
1,1,35,3,1
7,-1,13,-2,0
-2,-1,13,3,0
-4,1,25,5,1
9,4,25,5,1
11,5,27,5,1
6,0,25,-3,1
1,1,35,-6,0
2,-1,29,-1,0
3,1,29,5,1
7,-1,11,4,0
7,3,36,5,1
8,-1,25,3,0
0,0,33,-5,0
-3,1,36,5,1
2,1,39,-6,0
11,-1,26,-5,0
-3,2,30,6,1
-1,1,18,5,1
2,1,24,4,1
10,4,30,-1,0
-3,1,34,5,1
7,2,32,9,1
9,1,36,7,1
3,1,15,6,1
-3,-3,31,-1,0
-3,0,27,-5,0
10,0,32,5,0
1,-2,22,-2,0
5,-4,6,0,0
7,1,22,-2,1
10,2,32,5,1
-2,-2,21,-2,0
6,2,32,6,1
5,2,34,8,1
-3,1,27,5,1
7,-1,11,2,0
-3,-2,21,0,0
-3,1,34,5,1
6,3,38,10,1
6,3,36,10,1
-1,-3,29,-1,0
8,3,36,5,1
9,0,39,5,1
-2,-2,23,-1,0
10,-2,26,5,1
7,1,29,6,1
5,-2,11,0,0
-4,-1,29,-4,0
1,-3,28,0,0
7,6,41,11,1
9,-1,32,5,0
7,4,22,2,1
1,1,39,6,1
3,-1,25,2,0
4,1,31,5,1
2,2,34,5,1
3,2,27,6,1
1,1,22,5,1
0,1,31,5,1
-1,1,27,4,1
-4,1,23,6,1
1,-2,15,-2,0
8,2,22,-2,1
9,-13,10,0,0
5,-3,11,0,0
10,1,25,4,1
0,-2,24,0,0
-4,0,15,-6,0
9,-2,22,2,0
-1,1,26,4,1
9,-6,12,1,0
2,-2,16,0,0
9,-2,34,4,0
8,2,34,10,1
5,1,24,8,1
-1,2,25,5,1
7,1,26,6,1
7,-8,20,2,0
10,-3,32,5,1
-4,-1,19,3,0
11,6,34,5,1
9,-3,24,1,0
-2,-2,11,0,0
5,-1,26,-3,0
-4,-1,27,4,0
7,2,21,4,1
5,-2,30,2,0
-4,1,34,5,1
10,-1,14,-3,0
10,3,34,5,1
7,-1,29,-3,0
8,3,36,10,1
-1,-2,31,-2,0
2,2,21,5,1
2,0,31,4,0
7,1,25,-3,1
2,1,28,6,1
10,2,34,5,1
4,-1,31,3,0
11,2,34,3,0
5,1,31,5,1
-1,1,26,5,1
10,1,17,5,1
-3,-2,19,-1,0
4,0,13,-3,0
-2,-2,22,0,0
-2,-1,12,-5,0
5,1,17,4,1
10,-3,25,5,1
0,-1,11,1,0
10,-5,27,4,1
-4,-2,28,1,0
2,-2,20,-2,0
0,1,20,5,1
6,1,32,8,1
5,0,31,-3,0
5,2,35,5,1
7,0,19,3,0
9,10,36,3,1
8,1,27,6,1
11,-6,14,-2,0
10,0,30,6,1
-1,-2,21,0,0
10,3,29,-3,0
3,3,25,4,1
4,0,33,2,0
1,-2,12,2,0
2,2,39,5,1
4,0,26,3,0
5,1,39,7,1
7,2,26,-3,1
9,-5,11,1,0
2,2,39,6,1
16,0,34,4,1
10,0,16,-5,0
-3,-2,34,-1,0
8,-1,29,-3,1
12,1,39,6,1
2,-1,20,3,0
14,-1,25,-3,0
1,-1,16,-4,0
-2,1,32,5,1
-1,2,21,6,0
7,4,28,-4,1
11,-5,21,1,0
-1,2,22,6,1
10,3,31,-3,0
-4,-3,28,0,0
1,-2,15,1,0
-2,1,35,-6,0
2,2,32,6,1
3,2,27,5,1
-2,2,38,6,1
3,2,35,5,1
1,2,21,7,1
6,-2,21,1,0
6,1,34,4,1
16,0,28,5,1
1,-1,21,2,0
11,-4,17,2,0
-2,-2,18,-1,0
8,-6,27,3,0
-2,1,29,5,1
8,2,38,4,1
8,-3,29,7,0
6,-1,34,-3,0
-2,0,38,-5,0
8,-2,32,-2,0
-3,1,35,5,1
8,0,15,-2,1
8,3,28,2,1
15,2,36,8,1
6,2,22,-6,0
10,11,37,4,1
15,1,38,9,1
9,1,27,9,1
11,-5,24,4,1
-3,0,34,-5,0
2,0,37,-4,0
6,1,21,7,1
10,-1,19,5,1
3,1,36,5,0
9,2,30,-1,0
11,11,35,2,0
-3,1,15,5,1
3,1,31,-6,0
5,2,38,11,1
6,1,33,4,1
8,2,24,-3,1
11,5,35,3,0
5,1,36,-6,0
8,3,19,-2,1
3,-1,34,3,0
-2,-1,22,-2,0
3,1,35,5,1
-3,-2,19,-2,0
6,-2,32,-1,0
10,-1,26,-4,0
8,2,42,10,1
-4,1,30,5,1
4,2,21,3,1
8,2,27,5,1
-4,-2,11,3,0
8,3,28,9,1
-3,1,36,5,1
9,3,30,5,1
9,6,27,2,0
2,-1,36,2,0
7,1,19,3,1
10,3,32,-2,1
-2,1,22,6,1
3,2,29,4,1
9,-1,11,-3,0
4,-2,32,0,0
1,-1,35,-3,0
8,-6,23,1,0
-2,1,34,5,1
7,1,19,7,1
9,-2,36,-5,0
4,-2,18,0,0
2,-2,23,1,0
5,-2,24,-2,0
-2,1,40,5,1
5,2,42,9,1
7,1,35,8,0
5,2,38,9,1
9,0,20,5,1
8,7,31,-4,0
-1,1,17,4,1
3,0,30,3,0
10,4,39,5,1
2,0,25,-5,0
5,0,17,-6,0
-3,0,15,5,1
1,-2,21,0,0
-2,0,30,4,0
1,1,16,5,1
1,0,29,6,1
10,6,33,1,0
2,-1,14,-3,0
6,2,18,-6,0
-4,0,18,5,1
-2,1,38,5,1
1,1,38,6,1
12,1,25,5,1
2,-2,11,-1,0
2,2,37,6,0
2,0,17,-4,0
16,8,32,-5,0
-3,-1,26,3,0
-1,-2,31,1,0
1,2,40,6,1
-3,0,33,3,0
10,-1,32,-1,0
6,-2,27,0,0
16,7,33,5,1
1,1,28,11,1
-4,0,18,-6,0
8,1,27,-6,0
4,-1,25,-4,0
6,1,38,8,1
10,0,34,-1,0
15,-2,13,1,0
3,2,26,5,1
6,-2,34,3,0
5,-1,34,-4,0
9,-5,24,1,0
4,0,14,-4,0
-3,0,31,3,0
11,2,22,4,0
6,3,22,-3,1
1,1,33,4,0
10,-2,15,5,1
2,1,38,4,1
0,0,15,3,0
7,2,25,-3,0
9,2,40,6,1
4,0,16,5,0
7,1,36,10,1
0,-1,35,3,0
-3,2,35,5,1
-1,-2,27,-1,0
3,-1,29,5,0
4,-2,25,2,0
11,-3,19,5,1
8,0,24,2,0
7,2,36,5,1
11,0,37,5,1
15,1,35,5,1
-1,1,19,5,1
-2,-2,13,-2,0
4,2,22,4,1
6,-1,37,-5,0
10,-2,20,5,1
0,1,26,6,1
1,1,27,5,1
2,1,37,6,1
7,-2,27,-3,0
5,5,39,12,1
10,2,37,5,1
7,-1,25,-2,0
1,1,15,5,1
10,2,38,7,1
7,-1,11,2,0
14,6,30,5,1
5,2,29,10,1
3,0,17,5,1
8,4,24,1,1
3,1,19,6,1
11,5,26,5,1
-3,1,18,5,1
16,-4,28,-3,0
16,0,38,8,1
11,4,24,5,1
5,-1,29,1,0
-4,-2,29,-3,0
2,1,30,5,1
3,1,23,5,1
-4,1,27,5,1
0,1,27,5,1
8,2,39,6,1
-4,1,33,5,1
7,1,33,4,1
8,2,18,-2,1
3,1,22,5,1
0,-2,19,-1,0
9,2,26,-5,0
-1,1,33,5,1
2,0,38,-4,0
6,0,30,-2,0
7,-8,9,3,1
-2,1,35,5,1
5,2,30,5,1
-3,1,34,5,1
9,6,36,4,1
0,0,19,5,0
6,2,33,-2,1
0,-1,30,-3,0
5,0,28,8,0
4,0,37,5,0
-2,1,35,5,1
9,6,32,-2,1
10,-6,23,0,0
5,-2,22,-2,0
10,7,38,4,1
2,-1,31,1,0
1,1,30,5,1
-3,1,20,5,1
11,6,36,5,1
1,2,37,5,1
9,-3,23,6,1
1,2,37,5,1
8,2,33,6,1
9,-1,24,-5,0
5,-1,14,0,0
11,0,28,7,1
3,2,17,5,1
1,0,20,3,0
3,-2,14,1,0
-4,1,27,-6,0
10,1,34,5,1
5,-3,16,-1,0
11,-8,11,-2,0
6,1,39,9,1
-4,1,16,5,1
11,0,31,5,1
-1,-2,10,-1,0
1,0,34,4,0
7,5,26,-4,1
9,0,30,-2,0
11,-2,16,4,0
11,11,36,6,1
13,-2,32,-2,0
0,1,27,5,1
